idacr;leader;plad_id;archigos_id;startdate;enddate;startyear;endyear;adm0;adm1;adm2;country;continent;latitude;longitude;geoname;geo_precision;foreign_leader;ethnicity1;ethnicity2;ethnicity_geoepr1;ethnicity_geoepr2;ethnicitysource1;ethnicitysource2;ethnicity_precision;entry;exit;gender;yrborn;birthdate;uid;id_0;id_1;id_2;gid_0;gid_1;gid_2;edu_name;edu_r;birthplace_comment;ethnicity_comment
ROK;Park Geun-hye;ROK_2013_1;2b3ec87a-3481-11e4-8dba-bbcd9ed46413;25feb2013;10mar2017;2013;2017;South Korea;Daegu;Buk;South Korea;Asia;36;129;Jung district;1;0;Korean;.;Koreans;.;https://www.britannica.com/biography/Park-Geun-Hye;www.koreaherald.com/view.php?ud=20120318000328;2;Regular;Irregular;F;1952;12feb1952;183690;213;4;43;KOR;KOR.4_1;KOR.4.1_1;Bachelor´s degree in electronic engineering;6;.;Assessment of ethnicity is based on nationality/skin color.
ROK;Hwang Kyo-ahn;ROK_2017_1;.;10mar2017;10may2017;2017;2017;South Korea;Seoul;Jongro;South Korea;Asia;38;127;Seoul;1;0;Korean;.;Koreans;.;.;.;3;Regular;Regular;M;1957;15apr1957;182894;213;16;212;KOR;KOR.16_1;KOR.16.13_1;Master´s degree in law;7;.;.
ROK;Moon Jae-in;ROK_2017_2;.;10may2017;31dec2020;2017;2020;South Korea;Gyeongsangnam-do;Geoje;South Korea;Asia;35;129;Geoje;2;0;Korean;.;Koreans;.;https://ethnicelebs.com/moon-jae-in;.;2;Regular;Still in Office;M;1953;24jan1953;184569;213;10;134;KOR;KOR.10_1;KOR.10.4_1;Degree in law;7;.;.
RUM;Ceausescu;RUM_1965_1;821fb584-1e42-11e4-b4cd-db5882bf8def;22mar1965;25dec1989;1965;1989;Romania;Olt;Scornicesti;Romania;Europe;45;25;Scornice?ti;1;0;Romanian;.;Romanians;.;https://web.archive.org/web/20071231073818/http://files.osa.ceu.hu/holdings/300/8/3/text/53-6-20.shtml;https://web.archive.org/web/20071231074256/http://www.prezentonline.ro/article_detail.php?idarticle=4347;3;Regular;Irregular;M;1918;26jan1918;95950;187;31;2088;ROU;ROU.31_1;ROU.31.70_1;.;2;.;Assessment of ethnicity is based on nationality/skin color.
RUM;Roman;RUM_1989_1;821fe654-1e42-11e4-b4cd-db5882bf8def;26dec1989;01oct1991;1989;1991;Romania;Bucharest;Municipiul Bucuresti;Romania;Europe;44;26;Bucharest;1;0;Hungarian-Jewish;Spanish;Hungarians;Spanish;https://www.nytimes.com/1989/12/27/world/upheaval-in-the-east-leadership-an-aristocrat-among-the-revolutionaries.html;https://everything.explained.today/Petre_Roman/;2;Regular;Regular;M;1946;.;96659;187;10;656;ROU;ROU.10_1;ROU.10.1_1;.;6;.;.
RUM;Stolojan;RUM_1991_1;821fe655-1e42-11e4-b4cd-db5882bf8def;01oct1991;04nov1992;1991;1992;Romania;Dâmbovi<U+021B>a;Targoviste;Romania;Europe;45;25;Târgovi?te;1;0;Romanian;.;Romanians;.;https://pantheon.world/profile/person/Theodor_Stolojan/;https://prabook.com/web/theodor_dumitru.stolojan/93985;3;Regular;Regular;M;1943;.;94084;187;17;1115;ROU;ROU.17_1;ROU.17.67_1;.;8;.;.
RUM;Vacariou;RUM_1992_1;821fe656-1e42-11e4-b4cd-db5882bf8def;04nov1992;12dec1996;1992;1996;Ukraine;Odessa;Bilhorod-Dnistrovs'ka;Romania;Europe;46;30;Bilhorod-Dnistrovskyi;1;1;Romanian;.;Romanians;.;.;.;3;Regular;Regular;M;1943;05dec1943;84091;240;17;398;UKR;UKR.17_1;UKR.17.5_1;Bachelor´s degree in economics;6;Then Romania, now Ukraine.;Assessment of ethnicity is based on nationality/skin color.
RUM;Ciorbea;RUM_1996_1;821fe657-1e42-11e4-b4cd-db5882bf8def;12dec1996;30mar1998;1996;1998;Romania;Alba;Ponor;Romania;Europe;46;23;Ponor;1;0;Romanian;.;Romanians;.;https://www.csmonitor.com/1997/1110/111097.intl.intl.4.html;https://www.euractiv.com/section/elections/news/romanian-ombudsman-challenges-ban-on-convicted-politicians-from-government/;3;Regular;Regular;M;1954;.;82946;187;1;50;ROU;ROU.1_1;ROU.1.50_1;.;8;.;Assessment of ethnicity is based on nationality/skin color.
RUM;Dejeu;RUM_1998_1;821fe658-1e42-11e4-b4cd-db5882bf8def;30mar1998;15apr1998;1998;1998;Romania;Cluj;Poieni;Romania;Europe;47;23;Poieni;1;0;Romanian;.;Romanians;.;https://peoplepill.com/people/gavril-dejeu/lists/;https://pantheon.world/profile/person/Gavril_Dejeu/;3;Regular;Regular;M;1932;.;78852;187;14;932;ROU;ROU.14_1;ROU.14.61_1;.;.;.;Assessment of ethnicity is based on nationality/skin color.
RUM;Vasile;RUM_1998_2;82201728-1e42-11e4-b4cd-db5882bf8def;15apr1998;14dec1999;1998;1999;Romania;Sibiu;Sibiu;Romania;Europe;46;24;Sibiu;1;0;Romanian;.;Romanians;.;https://embassies.gov.il/bucharest-old/Relations/Pages/Bilateral-Relations0620-430.aspx;https://www.munzinger.de/search/portrait/Radu+Vasile/0/22532.html;3;Regular;Regular;M;1942;.;86907;187;35;2390;ROU;ROU.35_1;ROU.35.53_1;PhD in economics;8;.;Assessment of ethnicity is based on nationality/skin color.
RUM;Athanasiu;RUM_1999_1;82201729-1e42-11e4-b4cd-db5882bf8def;14dec1999;22dec1999;1999;1999;Romania;Bucharest;Municipiul Bucuresti;Romania;Europe;44;26;Bucharest;1;0;Romanian;.;Romanians;.;https://prabook.com/web/adrian.atanasiu/413336;.;3;Regular;Regular;M;1955;.;96659;187;10;656;ROU;ROU.10_1;ROU.10.1_1;.;8;.;Assessment of ethnicity is based on nationality/skin color.
RUM;Isarescu;RUM_1999_2;8220172a-1e42-11e4-b4cd-db5882bf8def;22dec1999;28dec2000;1999;2000;Romania;Vâlcea;Dragasani;Romania;Europe;45;24;Dr?g??ani;1;0;Romanian;.;Romanians;.;https://adevarul.ro/economie/bani/mugur-isarescu-desene-animate-1_51aa121cc7b855ff5649a641/index.html;https://www.munzinger.de/search/portrait/Mugur+Isarescu/0/23203.html;3;Regular;Regular;M;1949;.;95740;187;40;2735;ROU;ROU.40_1;ROU.40.20_1;.;8;.;.
RUM;A. Nastase;RUM_2000_1;8220172b-1e42-11e4-b4cd-db5882bf8def;28dec2000;21dec2004;2000;2004;Romania;Bucharest;Municipiul Bucuresti;Romania;Europe;44;26;Bucharest;1;0;Romanian;.;Romanians;.;https://www.munzinger.de/search/portrait/Adrian+Nastase/0/20126.html;http://news.bbc.co.uk/2/hi/europe/3557420.stm;3;Regular;Regular;M;1950;.;96659;187;10;656;ROU;ROU.10_1;ROU.10.1_1;.;8;.;.
RUM;Eugen Bejinariu;RUM_2004_1;8220172c-1e42-11e4-b4cd-db5882bf8def;21dec2004;29dec2004;2004;2004;Romania;Suceava;Suceava;Romania;Europe;48;26;Suceava;1;0;Romanian;.;Romanians;.;https://peoplepill.com/people/eugen-bejinariu/;https://prabook.com/web/eugen.bejinariu/2427277;3;Regular;Regular;M;1959;.;72035;187;36;2482;ROU;ROU.36_1;ROU.36.83_1;.;.;.;Assessment of ethnicity is based on nationality/skin color.
RUM;Traian Basescu;RUM_2004_2;8220172d-1e42-11e4-b4cd-db5882bf8def;29dec2004;20apr2007;2004;2007;Romania;Constan<U+021B>a;Murfatlar;Romania;Europe;44;28;Murfatlar;1;0;Romanian;.;Romanians;.;https://www.thenewfederalist.eu/catching-the-wave-romania-s-parliamentary-opportunity?lang=fr;.;3;Regular;Regular;M;1951;04nov1951;98326;187;15;991;ROU;ROU.15_1;ROU.15.40_1;Military degree (naval);6;Then called Basarabi, now Murfatlar.;Assessment of ethnicity is based on nationality/skin color.
RUM;Vacariou;RUM_2007_1;821fe656-1e42-11e4-b4cd-db5882bf8def;20apr2007;23may2007;2007;2007;Ukraine;Odessa;Bilhorod-Dnistrovs'ka;Romania;Europe;46;30;Bilhorod-Dnistrovskyi;1;1;Romanian;.;Romanians;.;.;.;3;Regular;Regular;M;1943;05dec1943;84091;240;17;398;UKR;UKR.17_1;UKR.17.5_1;Bachelor´s degree in economics;6;Then Romania, now Ukraine.;Assessment of ethnicity is based on nationality/skin color.
RUM;Traian Basescu;RUM_2007_2;8220172d-1e42-11e4-b4cd-db5882bf8def;23may2007;10jul2012;2007;2012;Romania;Constan<U+021B>a;Murfatlar;Romania;Europe;44;28;Murfatlar;1;0;Romanian;.;Romanians;.;https://www.thenewfederalist.eu/catching-the-wave-romania-s-parliamentary-opportunity?lang=fr;.;3;Regular;Regular;M;1951;04nov1951;98326;187;15;991;ROU;ROU.15_1;ROU.15.40_1;Military degree (naval);6;Then called Basarabi, now Murfatlar.;Assessment of ethnicity is based on nationality/skin color.
RUM;Crin Antonescu;RUM_2012_1;b8187037-4fbb-11e5-b438-d954e400443c;10jul2012;28aug2012;2012;2012;Romania;Tulcea;Tulcea;Romania;Europe;45;29;Tulcea;1;0;Romanian;.;Romanians;.;https://www.politico.eu/article/risk-taker/;https://pantheon.world/profile/person/Crin_Antonescu/;3;Regular;Regular;M;1959;21sep1959;91903;187;39;2713;ROU;ROU.39_1;ROU.39.46_1;.;.;.;Assessment of ethnicity is based on nationality/skin color.
RUM;Traian Basescu;RUM_2012_2;8220172d-1e42-11e4-b4cd-db5882bf8def;28aug2012;21dec2014;2012;2014;Romania;Constan<U+021B>a;Murfatlar;Romania;Europe;44;28;Murfatlar;1;0;Romanian;.;Romanians;.;https://www.thenewfederalist.eu/catching-the-wave-romania-s-parliamentary-opportunity?lang=fr;.;3;Regular;Regular;M;1951;04nov1951;98326;187;15;991;ROU;ROU.15_1;ROU.15.40_1;Military degree (naval);6;Then called Basarabi, now Murfatlar.;Assessment of ethnicity is based on nationality/skin color.
RUM;Klaus Iohannis;RUM_2014_1;.;21dec2014;31dec2020;2014;2020;Romania;Sibiu;Sibiu;Romania;Europe;46;24;Sibiu;1;0;.;.;.;.;.;.;.;Regular;Still in Office;M;1959;13jun1959;86907;187;35;2390;ROU;ROU.35_1;ROU.35.53_1;Degree in physics;6;.;.
RUS;Gorbachev;RUS_1985_1;8220a9ae-1e42-11e4-b4cd-db5882bf8def;11mar1985;21aug1991;1985;1991;Russia;Stavropol';Krasnogvardeyskiy rayon;Russia;Europe;46;41;Privolnoye;1;0;Russian;Ukrainian;Russians;Ukrainians;"McCauley 1998, p. 15; Taubman 2017, p. 10.";https://www.businessinsider.com/gorbachev-us-russia-hacking-accusations-2016-12;2;Regular;Irregular;M;1931;02mar1931;85569;188;65;1885;RUS;RUS.65_1;RUS.65.16_1;.;6;.;.
RUS;Yeltsin;RUS_1991_1;8220a9af-1e42-11e4-b4cd-db5882bf8def;21aug1991;31dec1999;1991;1999;Russia;Komi;Vuktyl'skiy rayon;Russia;Europe;64;57;Butka;1;0;Russian;.;Russians;.;https://ethnicelebs.com/boris-yeltsin;Colton 2008, p. 14;3;Regular;Regular;M;1931;01feb1931;30160;188;32;807;RUS;RUS.32_1;RUS.32.23_1;.;6;.;.
RUS;Putin;RUS_1999_1;8220a9b0-1e42-11e4-b4cd-db5882bf8def;31dec1999;31dec2020;1999;2020;Russia;City of St. Petersburg;Sankt-Peterburg gorsovet;Russia;Europe;60;30;Saint Petersburg;1;0;Russian;.;Russians;.;http://www.astrolicht.at/putins-wahre-mutter.htm;https://www.theglobalist.com/vladimir-putins-suspect-family-lineage/;3;Regular;Still in Office;M;1952;07oct1952;30952;188;14;394;RUS;RUS.14_1;RUS.14.1_1;.;6;.;Assessment of ethnicity is based on nationality/skin color.
RWA;Habyarimana;RWA_1973_1;82332a5c-1e42-11e4-b4cd-db5882bf8def;05jul1973;06apr1994;1973;1994;Rwanda;Iburengerazuba;Rubavu;Rwanda;Africa;-2;29;Gasiza;1;0;Hutu;.;Hutu;.;https://www.independent.co.uk/news/people/obituary-cyprien-ntaryamira-1368521.html;https://www.bbc.com/news/world-africa-46687496;1;Irregular;Irregular;M;1937;03aug1937;146197;189;4;25;RWA;RWA.4_1;RWA.4.5_1;.;6;.;.
RWA;Sindikubwabo;RWA_1994_1;82332a5d-1e42-11e4-b4cd-db5882bf8def;06apr1994;19jul1994;1994;1994;Rwanda;Amajyepfo;Huye;Rwanda;Africa;-3;30;Butare;1;0;Hutu;.;Hutu;.;http://chrisalanforeman.com/missionary/comeandseeafrica/lighthouse/portrait/portrait.htm;https://ktpress.rw/2018/05/untold-story-of-former-president-sindikubwabos-butchery-at-university-teaching-hospital/;1;Irregular;Regular;M;1928;.;157376;189;2;7;RWA;RWA.2_1;RWA.2.2_1;.;8;.;.
RWA;Paul Kagame;RWA_1994_2;82332a5e-1e42-11e4-b4cd-db5882bf8def;19jul1994;31dec2020;1994;2020;Rwanda;Amajyepfo;Ruhango;Rwanda;Africa;-2;30;Tambwe;1;0;Tutsi;.;Tutsi;.;https://achievement.org/achiever/paul-kagame/;https://www.spiegel.de/plus/ruanda-wie-paul-kagame-eine-wirtschaftlich-erfolgreiche-autokratie-errichtet-a-00000000-0002-0001-0000-000163279550;1;Regular;Still in Office;M;1957;23oct1957;152907;189;2;13;RWA;RWA.2_1;RWA.2.8_1;.;6;.;.
SAF;Botha;SAF_1978_1;82348036-1e42-11e4-b4cd-db5882bf8def;28sep1978;18jan1989;1978;1989;South Africa;Free State;Thabo Mofutsanyane;South Africa;Africa;-28;28;on the farm Telegraaf in the Paul Roux;1;0;Afrikaners;.;Afrikaners;.;https://www.sahistory.org.za/people/pieter-willem-botha;https://ethnicelebs.com/p-w-botha;1;Regular;Regular;M;1916;12jan1916;178057;211;2;12;ZAF;ZAF.2_1;ZAF.2.4_1;Secondary school diploma;4;.;.
SAF;Heunis;SAF_1989_1;8239a6ac-1e42-11e4-b4cd-db5882bf8def;19jan1989;15mar1989;1989;1989;South Africa;Western Cape;Eden;South Africa;Africa;-34;23;Uniondale;1;0;Afrikaners;.;Afrikaners;.;https://www.revolvy.com/page/Chris-Heunis;.;2;Regular;Regular;M;1927;29apr1927;179681;211;9;50;ZAF;ZAF.9_1;ZAF.9.4_1;.;.;.;.
SAF;Botha;SAF_1989_2;82348036-1e42-11e4-b4cd-db5882bf8def;15mar1989;14aug1989;1989;1989;South Africa;Free State;Thabo Mofutsanyane;South Africa;Africa;-28;28;on the farm Telegraaf in the Paul Roux;1;0;Afrikaners;.;Afrikaners;.;https://www.sahistory.org.za/people/pieter-willem-botha;https://ethnicelebs.com/p-w-botha;1;Regular;Regular;M;1916;12jan1916;178057;211;2;12;ZAF;ZAF.2_1;ZAF.2.4_1;Secondary school diploma;4;.;.
SAF;deKlerk;SAF_1989_3;8239d780-1e42-11e4-b4cd-db5882bf8def;15aug1989;10may1994;1989;1994;South Africa;Gauteng;City of Johannesburg;South Africa;Africa;-26;28;Johannesburg;1;0;Afrikaners;.;Afrikaners;.;https://www.washingtonpost.com/archive/politics/1990/02/24/afrikaners-feel-betrayed-by-de-klerk/308916a4-2d7e-4dd1-8d2a-36c29a371ea9/?utm_term=.32513134a4ec;https://www.dailymaverick.co.za/article/2020-02-21-the-four-ages-of-frederik-willem-de-klerk/;1;Regular;Regular;M;1936;18mar1936;177058;211;3;14;ZAF;ZAF.3_1;ZAF.3.1_1;.;7;.;.
SAF;Mandela;SAF_1994_1;8239d781-1e42-11e4-b4cd-db5882bf8def;10may1994;16jun1999;1994;1999;South Africa;Eastern Cape;O.R.Tambo;South Africa;Africa;-32;29;Mvezo;1;0;Xhosa;.;Xhosa;.;https://www.bbc.com/news/world-africa-25355245;https://archive.nytimes.com/www.nytimes.com/interactive/2013/12/05/world/africa/Mandela-Timeline.html#/#time216_6691;1;Regular;Regular;M;1918;18jul1918;179339;211;1;8;ZAF;ZAF.1_1;ZAF.1.8_1;.;7;.;.
SAF;Mbeki;SAF_1999_1;8239d782-1e42-11e4-b4cd-db5882bf8def;16jun1999;25sep2008;1999;2008;South Africa;Eastern Cape;Chris Hani;South Africa;Africa;-32;28;Idutywa;1;0;Xhosa;.;Xhosa;.;https://hsf.org.za/publications/focus/issue-8-third-quarter-1997/the-truth-about-the-xhosa-nostra;https://www.ft.com/content/c7c76b70-1180-11e8-a765-993b2440bd73;1;Regular;Regular;M;1942;18jun1942;179260;211;1;5;ZAF;ZAF.1_1;ZAF.1.5_1;.;7;.;.
SAF;Motlanthe;SAF_2008_1;8253f979-1e42-11e4-b4cd-db5882bf8def;25sep2008;09may2009;2008;2009;South Africa;Gauteng;City of Johannesburg;South Africa;Africa;-26;28;Alexandra township;1;0;Tswana;.;Tswana;.;https://www.betterworldbooks.com/product/detail/tswana-people-south-african-tswana-people-sol-plaatje-kgalema-motlanthe-frances-baard-moses-kotane-1158132816;https://www.revolvy.com/page/List-of-Tswana-people;1;Regular;Regular;M;1949;19jul1949;176963;211;3;14;ZAF;ZAF.3_1;ZAF.3.1_1;.;.;.;Assessment of ethnicity is based on nationality/skin color.
SAF;Zuma;SAF_2009_1;8253f97a-1e42-11e4-b4cd-db5882bf8def;09may2009;14feb2018;2009;2018;South Africa;KwaZulu-Natal;Uthungulu;South Africa;Africa;-29;31;Nkandla;1;0;Zulu;.;Zulu;.;https://www.bbc.com/news/world-africa-17450447;https://www.iol.co.za/sundayindependent/is-jacob-zuma-a-zulu-nationalist-1315459;1;Regular;Regular;M;1942;12apr1942;178194;211;4;28;ZAF;ZAF.4_1;ZAF.4.10_1;.;2;.;Assessment of ethnicity is based on nationality/skin color.
SAF;Cyril Ramaphosa;SAF_2018_1;.;14feb2018;31dec2020;2018;2020;South Africa;Gauteng;City of Johannesburg;South Africa;Africa;-26;28;Soweto;1;0;Venda;.;Venda;.;https://www.independent.co.uk/news/world/africa/cyril-ramaphosa-new-anc-leader-who-is-south-africa-jacob-zuma-anti-apartheid-soweto-johannesburg-a8118481.html;https://www.washingtontimes.com/news/2017/dec/19/cyril-ramaphosas-anc-election-a-win-for-venda-trib/;1;Regular;Still in Office;M;1952;17nov1952;177152;211;3;14;ZAF;ZAF.3_1;ZAF.3.1_1;Bachelor´s degree in law (B.Proc.);6;.;.
SAL;Duarte;SAL_1984_1;81e8950d-1e42-11e4-b4cd-db5882bf8def;01jun1984;01jun1989;1984;1989;El Salvador;San Salvador;San Salvador;El Salvador;Americas;14;-89;San Salvador;1;0;Salvadorian;.;Whites/mestizos;.;https://www.cidob.org/biografias_lideres_politicos/america_central_y_caribe/el_salvador/napoleon_duarte_fuentes;.;3;Regular;Regular;M;1925;23nov1925;12693;70;10;195;SLV;SLV.10_1;SLV.10.16_1;Degree in engineering;6;.;Assessment of ethnicity is based on nationality/skin color.
SAL;Cristiani;SAL_1989_1;81e8c5de-1e42-11e4-b4cd-db5882bf8def;01jun1989;01jun1994;1989;1994;El Salvador;San Salvador;San Salvador;El Salvador;Americas;14;-89;San Salvador;1;0;Italian;Swiss;Whites/mestizos;Whites/mestizos;https://www.buscabiografias.com/biografia/verDetalle/5580/Alfredo%20Cristiani;.;2;Regular;Regular;M;1947;22nov1947;12693;70;10;195;SLV;SLV.10_1;SLV.10.16_1;.;6;.;.
SAL;Calderon Sol;SAL_1994_1;81e8c5df-1e42-11e4-b4cd-db5882bf8def;01jun1994;01jun1999;1994;1999;El Salvador;San Salvador;San Salvador;El Salvador;Americas;14;-89;San Salvador;1;0;Salvadorian;.;Whites/mestizos;.;https://biography.jrank.org/pages/3301/Calder-n-Sol-Armando-1948-Former-President-El-Salvador.html;https://www.cidob.org/biografias_lideres_politicos/america_central_y_caribe/el_salvador/armando_calderon_sol;3;Regular;Regular;M;1948;.;12693;70;10;195;SLV;SLV.10_1;SLV.10.16_1;.;7;.;Assessment of ethnicity is based on nationality/skin color.
SAL;Flores;SAL_1999_1;81e8c5e0-1e42-11e4-b4cd-db5882bf8def;01jun1999;01jun2004;1999;2004;El Salvador;Santa Ana;Santa Ana;El Salvador;Americas;14;-90;Santa Ana;1;0;Mestizo;.;Whites/mestizos;.;https://es.wikipedia.org/wiki/Francisco_Flores;.;2;Regular;Regular;M;1959;17oct1959;12502;70;12;224;SLV;SLV.12_1;SLV.12.12_1;.;7;.;.
SAL;Saca González;SAL_2004_1;81e8c5e1-1e42-11e4-b4cd-db5882bf8def;01jun2004;01jun2009;2004;2009;El Salvador;Usulután;Santa Elena;El Salvador;Americas;13;-88;Usulután;1;0;Palestinian;.;.;.;https://en.wikipedia.org/wiki/Antonio_Saca;.;2;Regular;Regular;M;1965;.;12816;70;14;262;SLV;SLV.14_1;SLV.14.19_1;.;6;.;Ethnicity not included in Growup.
SAL;Funes;SAL_2009_1;825059b5-1e42-11e4-b4cd-db5882bf8def;01jun2009;01jun2014;2009;2014;El Salvador;San Salvador;San Salvador;El Salvador;Americas;14;-89;San Salvador;1;0;Salvadorian;.;Whites/mestizos;.;https://www.cidob.org/biografias_lideres_politicos/america_central_y_caribe/el_salvador/mauricio_funes_cartagena;.;3;Regular;Regular;M;1959;.;12693;70;10;195;SLV;SLV.10_1;SLV.10.16_1;.;6;.;Assessment of ethnicity is based on nationality/skin color.
SAL;Sanchez Ceren;SAL_2014_1;149deead-aae0-11e4-b3bc-29f2fa19767e;01jun2014;01jun2019;2014;2019;El Salvador;La Libertad;Quezaltepeque;El Salvador;Americas;14;-89;Quezaltepeque;1;0;Salvadorian;.;.;.;https://www.cidob.org/biografias_lideres_politicos/america_central_y_caribe/el_salvador/salvador_sanchez_ceren;.;3;Regular;Regular;M;1944;14jun1944;12572;70;5;84;SLV;SLV.5_1;SLV.5.13_1;Special training as primary school teacher;5;.;.
SAL;Nayib Bukele;SAL_2019_1;.;01jun2019;31dec2020;2019;2020;El Salvador;San Salvador;San Salvador;El Salvador;Americas;14;-89;San Salvador;1;0;.;.;.;.;.;.;.;Regular;Still in Office;M;1981;24jul1981;12693;70;10;195;SLV;SLV.10_1;SLV.10.16_1;Secondary school diploma;4;.;.
SAU;Fahd;SAU_1982_1;8241a99c-1e42-11e4-b4cd-db5882bf8def;13jun1982;01jan1996;1982;1996;Saudi Arabia;Ar Riyad;.;Saudi Arabia;Asia;25;47;Rriyadh;1;0;Arab;.;Sunni Wahhabi (Najdi) (Arab);.;https://houseofsaud.com/before-saudi-arabia/;https://www.irishtimes.com/news/king-fahd-of-saudi-arabia-dies-after-long-reign-1.475249;1;Regular;Retired Due to Ill Health;M;1922;.;128829;200;7;.;SAU;SAU.7_1;.;.;3;GADM reports no ADM2 regions, but geo_prec=1;.
SAU;Abdullah ibn Abdilaziz;SAU_1996_1;8241a99d-1e42-11e4-b4cd-db5882bf8def;01jan1996;23jan2015;1996;2015;Saudi Arabia;Ar Riyad;.;Saudi Arabia;Asia;25;47;Rriyadh;1;0;Arab;.;Sunni Wahhabi (Najdi) (Arab);.;https://houseofsaud.com/before-saudi-arabia/;https://www.telegraph.co.uk/news/obituaries/11322271/King-Abdullah-Ibn-Abdulaziz-al-Saud-obituary.html;1;Regular;Natural Death;M;1924;01aug1924;128829;200;7;.;SAU;SAU.7_1;.;.;3;GADM reports no ADM2 regions, but geo_prec=1;.
SAU;Salman bin Abdulaziz Al Saud;SAU_2015_1;43fa7164-de6a-11e5-ba44-bb6d7c1a9a58;23jan2015;31dec2020;2015;2020;Saudi Arabia;Ar Riyad;.;Saudi Arabia;Asia;25;47;Rriyadh;1;0;Arab;.;Sunni Wahhabi (Najdi) (Arab);.;https://houseofsaud.com/before-saudi-arabia/;http://www.asianews.it/news-en/Riyadhs-Royalty-and-business-world-increasingly-critical-of-Mbs-leadership-48178.html;1;Regular;Still in Office;M;1935;01aug1924;128829;200;7;.;SAU;SAU.7_1;.;Degree in religion, mathematics and geography;6;GADM reports no ADM2 regions, but geo_prec=1;.
SEN;Diouf;SEN_1981_1;822af699-1e42-11e4-b4cd-db5882bf8def;01jan1981;01apr2000;1981;2000;Senegal;Louga;Louga;Senegal;Africa;16;-16;Louga;1;0;Halpulaar;Serere;Pulaar (Peul, Toucouleur);Serer;https://kreolmagazine.com/culture/features/abdou-diouf-contributions-of-great-stature/;Rake, African Leaders: Guiding the New Millinium, p. 193. Scarecrow Press, Inc, 2001.;1;Regular;Regular;M;1935;07sep1935;129871;201;8;26;SEN;SEN.8_1;SEN.8.3_1;.;7;.;.
SEN;Abdoulaye Wade;SEN_2000_1;822b276c-1e42-11e4-b4cd-db5882bf8def;02apr2000;02apr2012;2000;2012;Senegal;Louga;Kébémer;Senegal;Africa;15;-16;Kébémer;1;0;Wolof;.;Wolof;.;http://www.lse.ac.uk/international-development/Assets/Documents/PDFs/Working-Papers/WP188.pdf;https://core.ac.uk/download/pdf/2784942.pdf;1;Regular;Regular;M;1926;.;130030;201;8;24;SEN;SEN.8_1;SEN.8.1_1;.;8;.;.
SEN;Sall;SEN_2012_1;2b3c6719-3481-11e4-8dba-bbcd9ed46413;02apr2012;31dec2020;2012;2020;Senegal;Fatick;Fatick;Senegal;Africa;14;-17;Fatick;1;0;Fula;.;Pulaar (Peul, Toucouleur);.;https://www.bbc.com/news/world-africa-17339452;.;2;Regular;Still in Office;M;1945;11dec1945;130551;201;3;8;SEN;SEN.3_1;SEN.3.1_1;Degree in geological engineering;6;.;.
SER;Kostunica;SER_2006_1;821be4de-1e42-11e4-b4cd-db5882bf8def;06apr2006;07jul2008;2006;2008;Serbia;Grad Beograd;.;Serbia;Europe;45;20;Belgrade;4;0;Serbian;.;Serbs;.;http://www.mfa.gov.rs/Bilteni/Engleski/b240304_e.html;https://www.reuters.com/article/us-serbia-kosovo/serb-leader-quits-over-kosovo-idUSL0870535920080308;3;Regular;Regular;M;1944;24mar1944;.;202;3;.;SRB;SRB.3_1;SRB.3.8_1;PhD in law (Dr. jur.);8;.;.
SER;Cvetkovic;SER_2008_1;82521128-1e42-11e4-b4cd-db5882bf8def;07jul2008;27jul2012;2008;2012;Serbia;Zajecarski;Zajecar;Serbia;Europe;44;22;Zaje?ar;1;0;Serbian;.;Serbs;.;https://www.munzinger.de/search/portrait/Mirko+Cvetkovic/0/26799.html;http://www.culturaldiplomacy.org/academy/index.php?mirko-cvetkovic;3;Regular;Regular;M;1950;.;98519;202;23;147;SRB;SRB.23_1;SRB.23.4_1;.;8;.;Assessment of ethnicity is based on nationality/skin color.
SER;Dacic;SER_2012_1;2b3a05af-3481-11e4-8dba-bbcd9ed46413;27jul2012;27apr2014;2012;2014;Kosovo;Prizren;Prizren;Serbia;Europe;42;21;Prizren;1;1;Serbian;.;Serbs;.;https://web.archive.org/web/20141026054938/http://www.blic.rs/Vesti/Politika/335292/Skolski-drugovi-o-Ivici-Dacicu-Prasko-je-bio-izuzetno-dete;https://arhiva.vesti-online.com/Vesti/Srbija/138809/Ivica-Dacic--Odlikas-u-politici;3;Regular;Regular;M;1966;01jan1966;107363;120;6;25;XKO;XKO.6_1;XKO.6.3_1;Degree in political science;6;Birthplace was previously part of Yugoslavia and now placed in present-day Kosovo.;.
SER;Vucic;SER_2014_1;149e63e8-aae0-11e4-b3bc-29f2fa19767e;27apr2014;31may2017;2014;2017;Serbia;Grad Beograd;.;Serbia;Europe;45;20;Belgrade;4;0;Serbian;.;Serbs;.;https://www.poreklo.rs/2012/04/08/poreklo-aleksandra-vu%C4%8Di%C4%87a/;https://peoplepill.com/people/aleksandar-vucic/;1;Regular;Regular;M;1970;05mar1970;.;202;3;.;SRB;SRB.3_1;SRB.3.8_1;Degree in law;7;.;.
